Mark,Model,Year,Body_type,Color,Capacity,HorsePowers,EngineType,Transmission,Mileage,Is_new,Price
Hyundai,Santa Fe,2015,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,-0.7843741838742904,Xeyr,19823.529411764706
Mercedes,E 270,2002,Sedan,Qara,2.7,-0.20689845233507956,Dizel,Avtomat,0.9871679412530412,Xeyr,9941.176470588236
BMW,330,2020,Sedan,Ağ,2.0,0.6526412651767015,Benzin,Avtomat,-1.4104151655465034,Xeyr,44500.0
Kia,Ceed,2009,Universal,Boz,1.4,-0.9882981955276078,Benzin,Mexaniki,0.744497586313816,Xeyr,9000.0
Toyota,RAV4,2015,Offroader / SUV,Yaş Asfalt,2.0,-0.392480891343305,Benzin,Avtomat,-0.2067702050479466,Xeyr,23500.0
Land Rover,RR Sport,2013,Offroader / SUV,Qara,3.0,0.5647337940675421,Dizel,Avtomat,0.1135546634718306,Xeyr,48777.0
Kia,K7,2020,Sedan,Qara,2.4,0.08612645136211854,Hibrid,Avtomat,-0.8697067874851194,Xeyr,42705.882352941175
BMW,iX,2022,Offroader / SUV,Yaş Asfalt,0.0,1.3168310468903506,Elektro,Avtomat,-1.4783628649294864,Bəli,99500.0
Hyundai,i30,2011,Universal,Ağ,1.6,-0.7343432789900362,Dizel,Mexaniki,-0.41061330319689576,Xeyr,9764.70588235294
Hyundai,Santa Fe,2015,Offroader / SUV,Yaş Asfalt,2.0,0.7210137427060477,Benzin,Avtomat,-0.3911996748017577,Xeyr,20294.117647058825
BMW,540,2020,Sedan,Boz,3.0,1.453576001949043,Benzin,Avtomat,-0.9541948982607601,Xeyr,52900.0
Toyota,Corolla,2005,Hetçbek,Gümüşü,1.4,-0.9882981955276078,Dizel,Avtomat,0.20091599124995166,Xeyr,9234.70588235294
Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.32305683429796245,Xeyr,14058.823529411766
Kia,Carnival,2022,Minivan,Qara,2.2,0.10566144494193175,Dizel,Avtomat,-1.4201219797440725,Xeyr,62500.0
Toyota,Prius,2008,Liftbek,Gümüşü,1.5,-1.1250431505863003,Hibrid,Avtomat,0.08379357114208404,Xeyr,8822.94117647059
Mercedes,E 200,1999,Sedan,Göy,2.0,-0.050618503696573905,Benzin,Mexaniki,1.3289351623352483,Xeyr,7000.0
Hyundai,Elantra,2016,Sedan,Qırmızı,2.0,-0.4022483881332116,Benzin,Avtomat,0.07472740668155457,Xeyr,12647.058823529413
Opel,Astra,1999,Universal,Yaşıl,1.6,-0.8906232276285417,Benzin,Avtomat,0.6309278602022587,Xeyr,4294.117647058823
Mercedes,C 180,1998,Sedan,Yaşıl,1.8,-0.6757382982505965,Benzin,Avtomat,2.1713992733564598,Xeyr,6294.117647058823
Hyundai,Grand Santa Fe,2014,Offroader / SUV,Qara,3.3,0.5647337940675421,Benzin,Avtomat,-0.5562155161604309,Xeyr,25500.0
Nissan,Note,2014,Hetçbek,Gümüşü,1.2,-0.910158221208355,Benzin,Avtomat,-1.201602178528399,Xeyr,8588.235294117647
Mercedes,C 280,1999,Sedan,Ağ,2.8,0.05682396099239873,Benzin,Avtomat,0.9968747554506102,Xeyr,6352.941176470588
Hyundai,Santa Fe,2017,Offroader / SUV,Qara,2.4,-0.19713095554517296,Benzin,Avtomat,-0.12426228436861006,Xeyr,25823.529411764706
Toyota,RAV4,2023,Offroader / SUV,Ağ,2.0,-0.16782846517545313,Benzin,Avtomat,-1.4783628649294864,Bəli,34500.0
Toyota,RAV4,2023,Offroader / SUV,Ağ,2.0,-0.15806096838554654,Benzin,Avtomat,-1.4783628649294864,Bəli,37900.0
Hyundai,Azera,2013,Sedan,Qara,2.4,-0.10922348443601353,Benzin,Avtomat,0.3465182042134868,Xeyr,16176.470588235294
Toyota,RAV4,2023,Offroader / SUV,Boz,2.0,-0.15806096838554654,Benzin,Avtomat,-1.4783628649294864,Bəli,37900.0
Kia,Cerato,2018,Sedan,Ağ,2.0,-0.4022483881332116,Benzin,Avtomat,-0.4737075954810943,Xeyr,13117.64705882353
Mercedes,C 240,2001,Sedan,Qara,2.6,-0.13852597480573334,Benzin,Avtomat,1.2977859955752493,Xeyr,5470.588235294118
Kia,Rio,2008,Sedan,Qırmızı,1.4,-0.9199257179982616,Benzin,Avtomat,-0.3232519754187747,Xeyr,8647.058823529413
Land Rover,RR Sport,2010,Offroader / SUV,Ağ,3.0,0.5256638069079157,Dizel,Avtomat,-0.13882250566496357,Xeyr,24705.88235294118
Toyota,Corolla,2006,Hetçbek,Qara,1.4,-0.9882981955276078,Dizel,Mexaniki,0.09996512359523399,Xeyr,9294.117647058823
Hyundai,Sonata,2022,Sedan,Qara,2.0,-0.4022483881332116,Benzin,Avtomat,-1.4783628649294864,Bəli,33235.29411764706
Hyundai,Santa Fe,2013,Offroader / SUV,Ağ,2.4,-0.15806096838554654,Benzin,Avtomat,0.14655783174356524,Xeyr,18705.88235294118
Hyundai,i30,2008,Hetçbek,Qara,1.6,-0.7441107757799427,Dizel,Mexaniki,0.15238192026210662,Xeyr,8411.764705882353
Toyota,Prius,2011,Liftbek,Göy,1.8,-0.9003907244184484,Hibrid,Avtomat,0.5524482674149133,Xeyr,11176.470588235294
Hyundai,Sonata,2015,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-0.3911996748017577,Xeyr,17000.0
Kia,Sportage,2012,Offroader / SUV,Göy,2.0,-0.0701534972763871,Dizel,Avtomat,0.4921204171770219,Xeyr,16176.470588235294
Mercedes,Vito 115,2009,Minivan,Gümüşü,2.2,-0.4022483881332116,Dizel,Avtomat,2.346500494666407,Xeyr,19941.176470588234
Land Rover,RR Sport,2010,Offroader / SUV,Ağ,3.0,0.5256638069079157,Dizel,Avtomat,-0.13882250566496357,Xeyr,24705.88235294118
Toyota,Corolla,2006,Hetçbek,Qara,1.4,-0.9882981955276078,Dizel,Mexaniki,0.09996512359523399,Xeyr,9294.117647058823
Hyundai,Santa Fe,2010,Offroader / SUV,Ağ,2.0,-0.0701534972763871,Dizel,Avtomat,0.35622501841105575,Xeyr,15000.0
Toyota,Prado,2008,Offroader / SUV,Ağ,2.7,-0.27527092986442575,Benzin,Avtomat,0.17179554865724464,Xeyr,20529.411764705885
Kia,Rio,2006,Hetçbek,Qara,1.4,-0.9199257179982616,Benzin,Mexaniki,0.2688636906329347,Xeyr,6647.058823529412
Kia,Sorento,2009,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,-0.022340735294135487,Xeyr,16411.764705882353
LADA (VAZ),2107,1997,Sedan,Qırmızı,1.5,-1.2324856152752728,Benzin,Mexaniki,-1.2745197667805372,Xeyr,2176.470588235294
Kia,Sorento,2014,Offroader / SUV,Boz,2.0,-0.0701534972763871,Dizel,Avtomat,-0.06505071776343911,Xeyr,18823.529411764706
Hyundai,i20,2009,Liftbek,Qırmızı,1.4,-0.8906232276285417,Benzin,Avtomat,-0.14852931986253257,Xeyr,9117.64705882353
Chevrolet,Cruze,2015,Sedan,Yaş Asfalt,1.4,-0.49015585924237104,Benzin,Avtomat,-0.5173882593701549,Xeyr,9352.94117647059
LADA (VAZ),2107,2008,Sedan,Ağ,1.6,-1.1348106473762067,Benzin,Mexaniki,-0.6532836581361209,Xeyr,4470.588235294118
Chevrolet,Cruze,2014,Sedan,Qırmızı,1.4,-0.4999233560322776,Benzin,Avtomat,0.18635576995359815,Xeyr,9705.882352941177
Hyundai,Elantra,2011,Sedan,Ağ,1.8,-0.4022483881332116,Benzin,Avtomat,0.6086021875478499,Xeyr,11529.411764705883
Toyota,Prado,2020,Offroader / SUV,Qara,2.8,-0.13852597480573334,Dizel,Avtomat,-0.5465087019628618,Xeyr,48800.0
Kia,Sorento,2011,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.16208873445967564,Xeyr,17000.0
BMW,528,2012,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,0.07472740668155457,Xeyr,17900.0
Mercedes,Vito 115,2008,Van,Qəhvəyi,2.2,-0.4022483881332116,Dizel,Mexaniki,0.657136258535695,Xeyr,19941.176470588234
Toyota,Prado,2013,Offroader / SUV,Ağ,2.7,-0.27527092986442575,Benzin,Avtomat,1.0065815696481792,Xeyr,30000.0
Land Rover,Discovery,2007,Offroader / SUV,Ağ,2.7,-0.011548516536947492,Dizel,Avtomat,0.4435863461891768,Xeyr,19941.176470588234
BMW,X5,2007,Offroader / SUV,Gümüşü,4.8,1.600088453797642,Benzin,Avtomat,0.2863359561885589,Xeyr,14352.94117647059
Mercedes,E 300,2006,Sedan,Qara,3.0,0.19356891605109117,Benzin,Avtomat,0.695963515325971,Xeyr,15470.588235294119
Kia,Ceed,2008,Hetçbek,Göy,1.6,-0.7441107757799427,Dizel,Avtomat,0.2688636906329347,Xeyr,9941.176470588236
Toyota,Prado,2009,Offroader / SUV,Qara,2.7,-0.27527092986442575,Benzin,Avtomat,0.45329316038674583,Xeyr,22823.529411764706
Kia,Sportage,2023,Offroader / SUV,Göy,1.6,-0.49015585924237104,Dizel,Avtomat,-1.4783628649294864,Bəli,31764.70588235294
Hyundai,Santa Fe,2017,Offroader / SUV,Yaş Asfalt,2.4,-0.031083510116760697,Benzin,Avtomat,-1.1386243680145711,Xeyr,29500.0
Hyundai,Sonata,2009,Sedan,Qara,2.4,-0.16782846517545313,Benzin,Avtomat,1.2123660306366422,Xeyr,10294.117647058823
Toyota,Land Cruiser,2008,Offroader / SUV,Qara,4.0,0.5061288133281024,Benzin,Avtomat,-0.051461177886842506,Xeyr,39500.0
Land Rover,Defender,2022,Offroader / SUV,Qara,3.0,2.039625809343439,Benzin,Avtomat,-1.424975386842857,Xeyr,139500.0
Mercedes,E 300 de,2020,Sedan,Gümüşü,2.0,1.1214811110922185,Dizel,Avtomat,-0.798885871099656,Xeyr,53500.0
Mercedes,GL 350,2013,Offroader / SUV,Qara,3.0,0.6526412651767015,Dizel,Avtomat,0.15617728461335612,Xeyr,32500.0
Hyundai,Sonata,2015,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-0.3911996748017577,Xeyr,17000.0
Toyota,Prado,2004,Offroader / SUV,Göy,4.0,0.5647337940675421,Benzin,Avtomat,0.4144659035964698,Xeyr,15823.529411764706
Hyundai,Elantra,2016,Sedan,Yaş Asfalt,2.0,-0.4022483881332116,Benzin,Avtomat,-0.7620776316624743,Xeyr,16058.823529411766
Chevrolet,Malibu,2016,Sedan,Göy,1.5,-0.3045734202341456,Benzin,Avtomat,-0.769765428506949,Xeyr,11705.882352941177
BMW,528,2012,Sedan,Ağ,2.0,0.5256638069079157,Benzin,Avtomat,-0.9250744556680531,Xeyr,21000.0
Hyundai,Elantra,2018,Sedan,Göy,2.0,-0.4022483881332116,Benzin,Avtomat,-1.3521742803610894,Xeyr,15882.35294117647
Kia,Sportage,2009,Offroader / SUV,Boz,2.0,-0.49015585924237104,Benzin,Avtomat,-0.0674677144986338,Xeyr,11941.176470588236
Kia,Cerato,2016,Sedan,Göy,2.0,-0.4022483881332116,Benzin,Avtomat,-0.8354223197393057,Xeyr,14705.882352941177
Kia,Sorento,2016,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,0.17179554865724464,Xeyr,25823.529411764706
Mercedes,C 240,2000,Sedan,Yaş Asfalt,2.4,-0.20689845233507956,Benzin,Avtomat,2.258760601134581,Xeyr,7058.823529411765
Hyundai,Sonata,2022,Sedan,Qara,2.0,-0.4022483881332116,Hibrid,Avtomat,-1.4771980472257782,Xeyr,33900.0
Mercedes,C 250,2013,Sedan,Göy,1.8,0.12519643852174495,Benzin,Avtomat,-0.0925501223851521,Xeyr,17058.823529411766
Mercedes,S 500,2010,Sedan,Qara,5.5,1.9224158478645599,Benzin,Avtomat,0.5115340455721599,Xeyr,22200.0
Chevrolet,Cruze,2015,Sedan,Gümüşü,1.4,-0.49015585924237104,Benzin,Avtomat,0.08443422087912358,Xeyr,9647.058823529413
Kia,Sportage,2013,Offroader / SUV,Qara,2.4,-0.14829347159563994,Benzin,Avtomat,0.2397432480402277,Xeyr,16000.0
Toyota,Land Cruiser,2019,Offroader / SUV,Qara,4.0,0.88706118813446,Benzin,Avtomat,-0.934781269865622,Xeyr,72900.0
Kia,Rio,2004,Universal,Gümüşü,1.6,-0.8417857436790087,Benzin,Avtomat,2.549965027061651,Xeyr,4705.882352941177
Toyota,Prado,2013,Offroader / SUV,Qara,2.7,-0.23620094270479935,Benzin,Avtomat,0.33681139001591776,Xeyr,27800.0
Mercedes,E 220,2019,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,-0.6241632155434139,Xeyr,40900.0
Chevrolet,Trax,2020,Offroader / SUV,Qara,1.4,-0.4999233560322776,Benzin,Avtomat,-1.2842265809781064,Xeyr,14058.823529411766
Hyundai,Sonata,2021,Sedan,Qara,1.6,-0.07992099406629372,Benzin,Avtomat,-1.39585494425015,Xeyr,30900.0
Land Rover,Range Rover,2022,Offroader / SUV,Qara,4.4,3.3094003920312973,Benzin,Avtomat,-1.4783628649294864,Bəli,335000.0
BMW,X7,2023,Offroader / SUV,Qara,3.0,1.453576001949043,Benzin,Avtomat,-1.4783628649294864,Bəli,150999.0
Mercedes,E 220,2019,Sedan,Qara,2.0,0.02752147062267892,Dizel,Avtomat,-1.4210926611638293,Xeyr,63500.0
Mercedes,AMG GT 63 S,2019,Liftbek,Göy,4.0,4.286150071021958,Benzin,Avtomat,-1.3094642978917856,Xeyr,161999.0
Kia,Optima,2018,Sedan,Gümüşü,2.0,0.5256638069079157,Benzin,Avtomat,-0.769765428506949,Xeyr,21176.470588235294
Kia,Optima,2016,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-0.8096798484873527,Xeyr,18235.29411764706
Land Rover,Range Rover,2023,Offroader / SUV,Qara,4.4,3.3094003920312973,Benzin,Avtomat,-1.4783628649294864,Bəli,318500.0
Mercedes,C 250,2012,Sedan,Ağ,1.8,0.12519643852174495,Benzin,Avtomat,-0.03204754949170449,Xeyr,16470.58823529412
Mercedes,Vito 115,2008,Minivan,Yaşıl,2.2,-0.4022483881332116,Dizel,Mexaniki,1.5598699789096127,Xeyr,17411.764705882353
Mercedes,Sprinter 315,2008,Furqon,Ağ,2.2,-0.6464358078808767,Dizel,Mexaniki,1.5307495363169055,Xeyr,12941.176470588236
BMW,540,2018,Sedan,Ağ,3.0,1.453576001949043,Benzin,Avtomat,-0.779472242704518,Xeyr,52000.0
Mercedes,C 180,2013,Sedan,Ağ,1.6,-0.34364340739377197,Benzin,Avtomat,-0.1970633908503776,Xeyr,15764.705882352942
Kia,Sorento,2009,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.19558695025548628,Xeyr,16176.470588235294
Hyundai,Santa Fe,2014,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.19257783785423987,Xeyr,22294.117647058825
Hyundai,Santa Fe,2012,Offroader / SUV,Gümüşü,2.4,-0.15806096838554654,Benzin,Avtomat,0.01648652149614054,Xeyr,19705.88235294118
Hyundai,Grand Santa Fe,2014,Offroader / SUV,Boz,2.2,0.05682396099239873,Dizel,Avtomat,-0.49397542352561835,Xeyr,25235.29411764706
Hyundai,Elantra,2013,Sedan,Göy,1.8,-0.4022483881332116,Benzin,Avtomat,-0.46677693014403,Xeyr,12882.35294117647
Mercedes,E 350,2014,Sedan,Qara,3.5,1.1214811110922185,Benzin,Avtomat,0.1135546634718306,Xeyr,23900.0
Mercedes,ML 350,2009,Offroader / SUV,Qara,3.5,0.789386220235394,Benzin,Avtomat,0.9339163585651776,Xeyr,16764.70588235294
Hyundai,Santa Fe,2014,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,-0.01673990350213817,Xeyr,22294.117647058825
Mercedes,E 220,2007,Universal,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,1.9093152900220969,Xeyr,14058.823529411766
Chevrolet,Malibu,2018,Sedan,Ağ,1.5,-0.3045734202341456,Benzin,Avtomat,-0.034561614368874866,Xeyr,13235.29411764706
Hyundai,i30,2008,Universal,Yaş Asfalt,1.6,-0.7441107757799427,Dizel,Mexaniki,0.7775007545855507,Xeyr,8647.058823529413
Mercedes,ML 350,2010,Offroader / SUV,Ağ,3.5,0.789386220235394,Benzin,Avtomat,1.0300429395637034,Xeyr,16764.70588235294
Mercedes,Vito 115,2012,Minivan,Ağ,2.2,-0.27527092986442575,Dizel,Avtomat,2.896896273296965,Xeyr,18058.823529411766
Mercedes,E 220,2006,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,1.4322641994683705,Xeyr,13352.94117647059
Hyundai,Sonata,2015,Sedan,Ağ,1.7,-0.49015585924237104,Dizel,Avtomat,0.1576915476281769,Xeyr,18529.41176470588
BMW,520,2014,Sedan,Qara,2.0,-0.011548516536947492,Dizel,Avtomat,0.3905968474846476,Xeyr,26800.0
Hyundai,Santa Fe,2009,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.25473056916127423,Xeyr,14647.058823529413
Nissan,Juke,2011,Offroader / SUV,Qara,1.6,-0.7245757822001295,Benzin,Avtomat,0.3615055253345333,Xeyr,11647.058823529413
Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.3510901137005418,Xeyr,15235.29411764706
Hyundai,i30,2010,Hetçbek,Gümüşü,1.6,-0.6757382982505965,Benzin,Avtomat,-0.7750944695014144,Xeyr,10882.35294117647
Mercedes,E 220,2013,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,0.5115340455721599,Xeyr,22500.0
Mercedes,E 220,2010,Sedan,Boz,2.2,-0.20689845233507956,Dizel,Avtomat,0.23003643384265868,Xeyr,20700.0
Toyota,Land Cruiser,2013,Offroader / SUV,Ağ,4.0,0.8284562073950203,Benzin,Avtomat,-0.15823613406010156,Xeyr,43500.0
Toyota,Prius,2007,Liftbek,Mavi,1.5,-1.1250431505863003,Hibrid,Avtomat,0.5309476739672979,Xeyr,7882.352941176471
Hyundai,Santa Fe,2012,Offroader / SUV,Yaş Asfalt,2.0,-0.0701534972763871,Dizel,Avtomat,0.5940419662514964,Xeyr,19352.941176470587
Mercedes,GL 350,2013,Offroader / SUV,Ağ,3.0,0.6526412651767015,Dizel,Avtomat,1.3085120252635631,Xeyr,40000.0
Toyota,Prius,2008,Liftbek,Yaş Asfalt,1.5,-1.1250431505863003,Hibrid,Avtomat,0.32710457581834873,Xeyr,7470.588235294118
Hyundai,Santa Fe,2012,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,-0.515378948831258,Xeyr,19705.88235294118
Nissan,Juke,2011,Offroader / SUV,Qara,1.6,-0.7245757822001295,Benzin,Avtomat,0.3615055253345333,Xeyr,11647.058823529413
Hyundai,Santa Fe,2010,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.3510901137005418,Xeyr,15235.29411764706
Mercedes,ML 350,2010,Offroader / SUV,Ağ,3.5,0.789386220235394,Benzin,Avtomat,0.6708616938110575,Xeyr,17529.41176470588
Nissan,Tiida,2012,Hetçbek,Tünd qırmızı,1.5,-0.8027157565193823,Benzin,Avtomat,-1.0731907335087585,Xeyr,8705.882352941177
Toyota,Corolla,2005,Hetçbek,Yaş Asfalt,1.4,-0.9882981955276078,Dizel,Robotlaşdırılmış,0.46299997458431486,Xeyr,7882.352941176471
Nissan,Tiida,2012,Hetçbek,Qızılı,1.5,-0.8027157565193823,Benzin,Avtomat,-0.6139613538217689,Xeyr,8764.70588235294
Mercedes,E 220,2007,Sedan,Gümüşü,2.2,-0.4022483881332116,Dizel,Avtomat,1.0065815696481792,Xeyr,12058.823529411766
Hyundai,Santa Fe,2012,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,0.402817726559387,Xeyr,15852.94117647059
Land Rover,Discovery Sport,2015,Offroader / SUV,Boz,2.0,0.4768263229583827,Benzin,Avtomat,-0.38149286060418874,Xeyr,24500.0
Hyundai,Sonata,2015,Sedan,Yaş Asfalt,2.4,-0.031083510116760697,Benzin,Avtomat,0.31812577268559744,Xeyr,14823.529411764706
Kia,Optima,2011,Sedan,Yaş Asfalt,2.0,0.8089212138152072,Benzin,Avtomat,-0.1435400173649821,Xeyr,12823.529411764706
Kia,Rio,2007,Hetçbek,Ağ,1.5,-0.7929482597294757,Dizel,Avtomat,0.2397432480402277,Xeyr,8529.411764705883
Toyota,Corolla,2005,Hetçbek,Ağ,1.4,-0.9199257179982616,Benzin,Mexaniki,0.3659318326086248,Xeyr,7529.411764705883
BMW,X5,2015,Offroader / SUV,Boz,3.0,1.1214811110922185,Benzin,Avtomat,-0.5368018877652928,Xeyr,39600.0
Kia,Sorento,2009,Offroader / SUV,Gümüşü,2.0,-0.0701534972763871,Dizel,Avtomat,-0.5880829871710499,Xeyr,15176.470588235294
Hyundai,ix35,2014,Offroader / SUV,Ağ,2.0,-0.24596843949470595,Benzin,Avtomat,0.006779707298571533,Xeyr,15882.35294117647
Opel,Vectra,1997,Universal,Göy,2.0,-0.5389933431919041,Benzin,Avtomat,0.21645660078025963,Xeyr,3117.6470588235293
Mercedes,E 220,2001,Sedan,Qara,2.2,-0.47062086566255784,Dizel,Avtomat,2.229640158541874,Xeyr,10176.470588235294
Opel,Astra,2006,Hetçbek,Gümüşü,1.3,-0.9882981955276078,Dizel,Mexaniki,0.9483406844627652,Xeyr,6882.352941176471
Nissan,Tiida,2012,Hetçbek,Ağ,1.5,-0.8027157565193823,Benzin,Avtomat,-1.022142597643743,Xeyr,8823.529411764706
Chevrolet,Cruze,2015,Sedan,Boz,1.4,-0.4999233560322776,Benzin,Avtomat,0.6086021875478499,Xeyr,8823.529411764706
Chevrolet,Cruze,2015,Sedan,Qırmızı,1.4,-0.49015585924237104,Benzin,Avtomat,0.6045059119564758,Xeyr,8705.882352941177
BMW,M8,2020,Kupe,Ağ,4.4,4.237312587072425,Benzin,Avtomat,-1.2745197667805372,Xeyr,160999.0
Toyota,Camry,2019,Sedan,Ağ,2.5,-0.09945598764610691,Benzin,Mexaniki,-0.876540384680208,Xeyr,36500.0
BMW,318,2012,Universal,Qara,2.0,-0.47062086566255784,Dizel,Avtomat,1.2395451103898354,Xeyr,21500.0
Kia,Sorento,2010,Offroader / SUV,Yaş Asfalt,2.2,0.05682396099239873,Dizel,Avtomat,-0.6026140880248106,Xeyr,16941.176470588234
Land Rover,RR Sport,2014,Offroader / SUV,Gümüşü,3.0,1.453576001949043,Benzin,Avtomat,-0.21647701924551563,Xeyr,39000.0
Chevrolet,Cruze,2015,Sedan,Boz,1.4,-0.4999233560322776,Benzin,Avtomat,0.6086021875478499,Xeyr,8823.529411764706
Chevrolet,Cruze,2015,Sedan,Qırmızı,1.4,-0.49015585924237104,Benzin,Avtomat,0.6045059119564758,Xeyr,8705.882352941177
Mercedes,C 250,2013,Sedan,Gümüşü,1.8,0.12519643852174495,Benzin,Avtomat,0.12326147766939961,Xeyr,15294.117647058823
Nissan,Sunny,2007,Sedan,Ağ,1.6,-0.8222507500991956,Benzin,Avtomat,0.4212606735347681,Xeyr,7411.764705882353
Kia,Pride,2010,Hetçbek,Ağ,1.5,-0.7734132661496625,Dizel,Avtomat,1.0939428974263004,Xeyr,9176.470588235294
Mercedes,G 500,2007,Offroader / SUV,Qara,5.0,1.0238061431931524,Benzin,Avtomat,0.5369756055839883,Xeyr,43500.0
Toyota,Prius,2008,Liftbek,Qızılı,1.5,-1.1250431505863003,Hibrid,Avtomat,-0.22618383344308463,Xeyr,8823.529411764706
Hyundai,Santa Fe,2015,Offroader / SUV,Göy,2.0,-0.0701534972763871,Dizel,Avtomat,-0.9833153408534672,Xeyr,21117.64705882353
Kia,Optima,2014,Sedan,Qara,2.0,-0.25573593628461255,Benzin,Avtomat,0.21409784493025039,Xeyr,16700.0
Toyota,RAV4,2013,Offroader / SUV,Qara,2.0,-0.392480891343305,Benzin,Avtomat,-0.09589897328331341,Xeyr,21235.29411764706
Kia,Pride,2010,Hetçbek,Gümüşü,1.5,-0.7734132661496625,Dizel,Avtomat,-0.002927106898997473,Xeyr,9235.29411764706
BMW,530,2018,Sedan,Qara,2.0,0.5256638069079157,Benzin,Avtomat,-1.0219484613597918,Xeyr,36800.0
Hyundai,Santa Fe,2016,Offroader / SUV,Qara,2.0,-0.0701534972763871,Dizel,Avtomat,0.35622501841105575,Xeyr,25000.0
Hyundai,Tucson,2006,Offroader / SUV,Qara,2.0,-0.49015585924237104,Benzin,Avtomat,0.0900641731137136,Xeyr,9058.823529411766
Land Rover,RR Evoque,2015,Offroader / SUV,Qara,2.0,0.4768263229583827,Benzin,Avtomat,-0.26501109023336067,Xeyr,31000.0
Land Rover,Range Rover,2017,Offroader / SUV,Qara,5.0,3.1140504562331652,Benzin,Avtomat,-0.730938171716673,Xeyr,98700.0
Mercedes,E 220,2020,Sedan,Qara,2.2,-0.20689845233507956,Dizel,Avtomat,-1.090090297026726,Xeyr,64900.0
Mercedes,E 220,2016,Sedan,Qara,2.2,0.02752147062267892,Dizel,Avtomat,-0.24559746183822265,Xeyr,43900.0
Kia,Optima,2018,Sedan,Ağ,2.0,0.5256638069079157,Benzin,Avtomat,-0.9159888775791285,Xeyr,21647.058823529413
Toyota,Highlander,2023,Offroader / SUV,Ağ,2.5,0.5647337940675421,Hibrid,Avtomat,-1.4783628649294864,Bəli,69900.0
Kia,Cerato,2016,Sedan,Ağ,2.0,-0.10922348443601353,Benzin,Avtomat,-0.8378781437312907,Xeyr,14058.823529411766
Land Rover,Range Rover,2016,Offroader / SUV,Ağ,3.0,1.453576001949043,Benzin,Avtomat,-0.11940887726982555,Xeyr,58400.0
Mercedes,S 550,2007,Sedan,Qara,5.5,1.9224158478645599,Benzin,Avtomat,1.0454088264384551,Xeyr,18823.529411764706
BMW,525,2003,Sedan,Gümüşü,2.5,0.007986477042865715,Benzin,Avtomat,1.1910110394019904,Xeyr,9588.235294117647
BMW,530,2020,Sedan,Ağ,2.0,0.5647337940675421,Benzin,Avtomat,-0.8998367387543736,Xeyr,47600.0
Toyota,Prado,2006,Offroader / SUV,Qara,2.7,-0.27527092986442575,Benzin,Avtomat,1.2878170973943461,Xeyr,17352.941176470587
Toyota,Prius,2008,Liftbek,Yaş Asfalt,1.5,-1.1250431505863003,Hibrid,Avtomat,0.4241727177940388,Xeyr,7411.764705882353
Mercedes,E 220,2016,Sedan,Qara,2.2,0.02752147062267892,Dizel,Avtomat,-0.24559746183822265,Xeyr,43900.0
Kia,Optima,2018,Sedan,Ağ,2.0,0.5256638069079157,Benzin,Avtomat,-0.9159888775791285,Xeyr,21647.058823529413
Mercedes,E 220,2006,Sedan,Gümüşü,2.2,-0.20689845233507956,Dizel,Avtomat,0.647429444338126,Xeyr,13470.588235294117
Kia,Cerato,2016,Sedan,Ağ,2.0,-0.10922348443601353,Benzin,Avtomat,-0.8378781437312907,Xeyr,14058.823529411766
Toyota,Avensis,2009,Universal,Boz,2.0,-0.6366683110909701,Dizel,Mexaniki,0.547837530671068,Xeyr,12823.529411764706
Hyundai,Sonata,2014,Sedan,Qara,2.0,0.8089212138152072,Benzin,Avtomat,0.03380347802460365,Xeyr,17588.235294117647
Toyota,RAV4,2021,Offroader / SUV,Ağ,2.0,-0.15806096838554654,Benzin,Avtomat,-0.8571267562850701,Xeyr,31500.0
Toyota,Venza,2020,Offroader / SUV,Boz,2.5,0.3010113807400638,Hibrid,Avtomat,-1.2502527312866147,Xeyr,36500.0
